ref_no,Distribution and Delivery,TV Everywhere,Post Production,Management and Systems,Product Description,Acquisition / Production,Product Image,Internet of Things (IoT),Enterprise / Mobility Solutions,Smart Cities,Cloud / Big Data / Data Centre,Security / Cyber-Security,eSports,Broadband & Infrastructure,Group,Country,booth_no,Others,company_desc,company_name,company_url,Professional Audio / Radio,Connect Everywhere,Product Name,Exhibit Sector,SatComm,Digital Display,show
2019CTA-000169,Content Security;Digital Rights Management;,Analytics;Security;,,Cloud;Content Security / Right Management;,"Verimatrix offers a complete, multi-screen and multi-DRM solution for premium content security and monetization, based on its award-winning VCAS Ultra and Verspective Analytics solutions and services.

MultiRights OTT Plus provides a frictionless user experience utilizing a secure media player and uniform interface across all client devices. It is a subscription-based SaaS offered in the Verimatrix Secure Cloud (AWS), allowing the video service provider to retain complete control of subscribers while Verimatrix manages the cloud technical aspects 24/7/365.;The Verspective® Analytics platform is a comprehensive and extendable cloud-based analytics solution with a focus on unifying data from a variety of sources, including set-top boxes (IPTV and DVB-IP hybrid), all kinds of OTT and multi-screen devices, video-on-demand (VOD) servers and content delivery networks (CDN), DRM systems including Verimatrix® VCAS™, and data enrichment sources such as program schedules and metadata.;",,;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,USA,6L2-01,,"Verimatrix specializes in enhancing and securing revenue for connected devices and IP-based services around the world. Recognizing the need to improve digital exchange between content providers, video service operators, and subscribers, Verimatrix is focused on enhancing the connected content distribution workflow by leveraging its award-winning VCAS™ security and Verspective® Analytics solutions, and unmatched partner ecosystem, to reduce the costs and complexities associated with legacy distribution workflows.",VERIMATRIX INC,,,,MultiRights OTT Plus;Verspective Analytics;,BCA;,,,2019CTA
2019CTA-000513,Digital Video Broadcasting (DVB);DTV / HDTV;Microwave / RF Accessories;,,,Signal Management & Processing;Systems Integration - Management & Systems;,Model： DLS-5KWPower： 5KWFrequency range： DC-880MHzImpedance： 50ΩVSWR： ≤1.10:1Input connestors： 1 5/8”EIA Flange or 1 5/8”Rigid linePower meters： Digital displayCooled： Water-AirInterface： RS-485Nominal dimensions： 790×510×610(mm)Nominal weight： 67(kg);Model: RM800Power(W): 800WImpedance(Ω)：50， 100Frequance(GHz)Model:TL500Power(W): 500Impedance(Ω)：50Frequency(GHz):DC-3.2VSWR: ≤1.35;,,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190307134020901.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190306111610698.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,CHINA,6N2-04,,"BEIJING B.E.D MANUFACTURE CO.,LTD was registered in 1994 and its products are famous for the fields of Broadcasting, TV, Telecommunication, Radar, Medical, Aviation, scientist research and so on. The company has the products of DLS series Dummy load power meter(cooled by air or water, 5KW-1000KW), DLC series(cooled by air, 20W-30KW), DLA series(cooled by air attenuator, 20W-3KW), DLCP series(dummy load power meter, 20W-3KW); Micro RF resistance(5W-800W) , RF apparatus without source; RF high power resistance.","BEIJING B.E.D-TECH MANUFACTURE CO., LTD.",,,,"DLS-5KW； DLC-2KW;RM800, TL500;",BCA;,,,2019CTA
2019CTA-000503,Cloud Broadcasting / OTT;Video on Demand;Workflow Software and Solutions – Distributions;,Create;Delivery;Ingest;Process;,Graphics Subtitling and Captioning;Workflow Software and Solutions – Post Production;,Cloud;Workflow Software and Solutions – Management & Systems;Video / Content Servers / Video Processing;,"Media.Next is the media platform of the GlobalLink technology suite. It is a revolutionary cloud-based technology platform that delivers unprecedented cost and time savings for all media localization. Media.Next's subtitling feature is the world’s first cloud-based platform that allows for subtitling and script creation, with integrated translation memory, glossary, and neural machine translation capabilities. The recording feature is a technology-driven transformation of dubbing and voice over that enables the creation of localized audio with brand consistency in mind. The Media.Next order portal is a web-based gateway that enables clients to upload requests, receive estimates, download deliverables, and track project status. ;",Workflow Software and Solutions – Acquisition;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190307020251258.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,UK,4Q3-04,,"Translations.com’s vision is to service the current market landscape, while using state-of-the-art language technology and AI-based solutions for media localization. This solution, Media.Next, combines over 25 years of experience in the localization industry, leading GlobalLink® technology, and a highly skilled and professional team of media experts. Media.Next is the media platform of the GlobalLink technology suite. It is a revolutionary cloud-based technology platform that delivers unprecedented cost and time savings for all media localization.",TRANSLATIONS.COM,,Audio Post / Mastering / Effects;,,Media.Next;,BCA;,,,2019CTA
2019CTA-000553,Encoder / Decoder;,,,Cloud;IP Broadcasting;Playout / Transmission;,"IQOYA TALK is an IP portable audio codec dedicated to live remote broadcasting for Radio and TV. Designed with the intuitive user-interface and simplicity of a smartphone, IQOYA TALK allows on-field reporters to perform all the key actions in less than 2 clicks. Execute studio-quality interviews up to two journalists and two guests without the support of any technician, and stream the audio content with the help of a large number of wired or wireless ‘last mile’ connections.;IQOYA X/LINK contribution range is a new version of stereo to multi stereo­ IP audio codecs dedicated to high quality audio remote broadcast applications (as well as distribution applications like STL, SSL, web radios, etc), for analog, digital and full IP audio Infrastructures. From the streamlined version (IQOYA X/LINK-LE), to the full IP version (IQOYA X/LINK-AES67), the reference codec (IQOYA X/LINK-ST) and finally 2 codecs into 1 (IQOYA X/LINK-DUAL), ultra-low-latency audio links can be made. All IQOYA X/LINK include Digigram's smart streaming system called FLUID IP resulting in seamless IP audio streaming.;",Live Production;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190304173910928.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190305111540926.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,SINGAPORE,4H2-05,,"Digigram offers complete reliable point to point encoding and streaming links, from on-the-go portable outside broadcast encoders, to strong and efficient Studio to Transmitters Links. As a worldwide audio grade brand, Digigram pioneers in audio innovations. Used by broadcasters and industrialists worldwide, Digigram sound cards, audio processing software and IP audio codecs are conceived with a consistent attention to quality and reliability.",DIGIGRAM ASIA PTE LTD,,Audio Codecs;Audio Mixer / Consoles / Modulator;Audio Production / Networks / Process;DAB / DAB  / DMB;,,IQOYA TALK Portable Codec;IQOYA X/LINK AoIP codecs range for remote broadcast applications;,BCA;,,,2019CTA
2019CTA-000187,"Antennas, Transmitters and Towers;Cable and Satellite;Digital Video Broadcasting (DVB);DTV / HDTV;Microwave / RF Accessories;",,,,"In this edition, TREDESS, is proud to present the latest developments in medium, and high power ranges. A new 600W amplifier using the new ASYMMETRICAL Doherty Broadband Technology, whats allows a typical efficiency >40% for the entire transmitter, covering all UHF band.With a 3RU size, this new ampliifer is the base to built excepcional TV transmitters from 600W to 5KW.;With the aim of offering better and more efficient products, TREDESS has developed new low power TV transmitters with Broadband Doherty technology, what allows to double the efficiency in this range of powers 120W to 400W.All in a compact (all in one box) transmitter/transposer/gapfiller what is the perfect evolution of the successful FOURTH SERIES. Offering solutions up to 75W in 1RU, up to 150W in 2RU and up to 400W in 3RU, covering all TV standards.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190305151427849.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190305152457072.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,SPAIN,4N2-02,,"TRedess is highly specialized in the design and manufacturing of competitive air-cooled Digital TV transmitters, transposers and gapfillers. Covering solutions for DVB-T/T2, ISDB-T, ATSC 1.0 and ATSC 3.0 from 5KW to 1W.TRedess has deployed more than 17.000 devices operating worldwide in more than 35 countries.TRedess devices are reliable, innovative and providing the best efficiency thanks to the latest Asymmetrical Doherty Broadband technology.","TREDESS 2010, S.L",,DAB / DAB  / DMB;,,HIGH POWER ASYMMETRIC TV TRANSMITTERS;LOW POWER DOHERTY UWB TV TRANSMITTERS/GAPFILLERS;,BCA;,,,2019CTA
2019CTA-000137,Digital Video Broadcasting (DVB);,,,IP Broadcasting;IT / Networking Infrastructure & Security;,"ROAMEO from RTS is a professional, easy-to-use and future-proof wireless intercom solution based on the license-free DECT (Digital Enhanced Cordless Telecommunications) standard with a protected frequency band. It provides high-quality audio over a seamlessly integrated digital wireless beltpack and associated access points. Featuring a modern, rugged design, ROAMEO is suitable for a wide range of professional intercom applications where wireless communication is critical, including broadcast production studios, theater and sport event productions, house of worship, commercial buildings and outside broadcast (OB) trucks.;The PAP-5032 is a replacement for the PAP-32 that uses the same hardware platform as the KP-5032 Keypanel to provide a number of additional features. Its primary function is to allow the user to manage the association of program input sources to IFBs. The user can view the status: which program source is associated with a specific IFB, or which IFBs are using a specific program source. They can also set, change, or clear the program source feeding an IFB.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/2019051009220418.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190510092720833.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,SINGAPORE,6H3-04,,"RTS is an industry leader in the design and manufacture of intercom solutions, with over 40 years’ experience inthe market. From the Advanced Digital Audio Matrix (ADAM) systems used to coordinate major networkbroadcasts of the world’s largest events to small-format systems used for in-house productions, RTS isdedicated to innovating the future of global communications. In 2006, RTS became part of the Business UnitCommunications Systems of Bosch Security Systems.",ROBERT BOSCH (SEA) PTE LTD,,Intercom / Talkback;,,RTS ODIN;RTS PAP-5032;,BCA;,,,2019CTA
2019CTA-000117,"Interactive Multi Platform – TV, Laptop, Mobile and Tablets;Video Transport;",Delivery;,,,"Massive AXIS is a targeted user experience platform that enables broadcasters, telcos, mobile operators and content studios configure the video application in real-time, without writing a line of code. Its advanced segmentation capabilities enable non-technical product owners, such as content schedulers and marketers, to take ownership of the user experience across devices, deploying tailored campaigns at scale. It’s unique in that it doesn’t merely target content to individual viewers but instead takes a holistic approach to the entire UX, including navigation, promotions, feature sets, and design - creating the ultimate viewing experience for an operator’s audience.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190510185943146.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,UK,6K2-04,,"Massive builds a suite of tools that enable all media companies to deliver personalized user experiences across devices, in real-time, helping accelerate growth and increase retention across the customer lifecycle. This include Massive AXIS, a targeted video UX platform that gives non-technical product owners complete control over the look and feel of the user interface. Today, Massive is used by the world’s most pioneering video companies, including PCCW, Bell Media, WWE and BBC Worldwide.",MASSIVE INTERACTIVE MEDIA LTD,,,,AXIS;,BCA;,,,2019CTA
2019CTA-000157,Cloud Broadcasting / OTT;Content Security;Digital Rights Management;Video on Demand;,Analytics;Ad Insertion;Delivery;Management;Monetise;Security;,,Cloud;Content Security / Right Management;,"To protect the costly investment required to deliver premium content, Pay TV Operators require viable, scalable and cost-efficient CAS and DRM solutions. They also require proven solutions to combat video piracy.The content protection solutions must be open to upcoming standards and market requirements and comply with new security requirements resulting from 4K and HDR technologies, such as the watermarking specifications imposed by MovieLabs and many others.;With the proliferation of connected devices, delivery networks, and content types, providing outstanding video experiences in a fragmented environment requires a robust, smart and cost-effective TV management platform. VO’s TV Platform helps you to manage, deliver and monetize multiscreen content for personalized and consistent user experience across any device and delivery network. VO’s open and modular TV platform provides rich functionalities such as:* Content, service, customer and device management* Content discovery and personalization* Content protection, a multi-platform media player* Multiscreen TV apps, online messaging and advanced TV analytics;",Video / TV Display / Multi Viewers;,;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,FRANCE,6M2-01,,"Viaccess-Orca is a leading global solutions provider of OTT and TV platforms, content protection, and advanced data solutions for a personalized TV experience. The company offers an extensive range of innovative, end-to-end, modular solutions for content delivery, protection, discovery, and monetization. With over 20 years of industry leadership, Viaccess-Orca helps content providers and TV operators shape a smarter and safer TV and OTT experience.Viaccess-Orca is part of the Orange Group",VIACCESS-ORCA,,,,Content Protection;TV Platform;,BCA;,,,2019CTA
2019CTA-000294,,,,,"The Relevé Spot from ETC brings the color quality, control, and consistency of the ETC LED product lines to the automated lighting world. Relevé builds on the legendary color control of ETC’s LED products and provides a reliable, full-featured automated fixture of the highest quality. Relevé is designed with a combination of a decade of LED optical engineering with 4 decades of theatrical design into an automated fixture specifically for the theatre.;The Solaframe 3000 is the new flagship luminaire in Sola Series of High End Systems (An ETC company). The SolaFrame 3000 combines unprecedented light output from its 1000 watt Ultra-Bright White LED engine with a limitless palette of effects and color possibilities. Boasting more than 37,000 lumen output, the SolaFrame 3000 is the first automated LED luminaire to rival and even exceed the output of the most powerful arc lamp fixtures. The fixture is also available in a Hi-Fidelity version with incredibly accurate color rendering.;",Lighting and Grip;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190306110723278.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190306110801013.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,HONG KONG,"6Q3-01, 6Q3-04",,"Established in Madison, Wisconsin, USA in 1975, co-founded by Fred Foster, ETC is a global leader in visual environment technology for entertainment, architectural and live event applications. Products include the industry-leading Source Four® LED and ColorSource® lighting fixtures; the award-winning lighting controls Eos Ti® and Gio®; the innovative Vortek® rigging systems; the comprehensive Unison® architectural-control systems; the future-proofing Sensor®3 power-control system; the pioneering LED automated lighting and Hog 4 consoles from High End Systems.",ELECTRONIC THEATRE CONTROLS ASIA LIMITED,,,,Relevé® Spot Luminaires;Solaframe 3000;,BCA;,,,2019CTA
2019CTA-000204,4K / UHD / HDR;,,Video Editing;,Digital Media Asset Management and Storage;Video / Content Servers / Video Processing;,"Founded on the legacy of the previous grandMA consoles, the grandMA3 represents a radical re-think of what’s possible from a lighting control platform. The elegant new system-architecture incorporates new fixture, feature and effects-handling at its very heart.The system features ground-breaking concepts from top industry visionaries, presented within a refined user interface, and is designed to make practical tasks more intuitive. The physical design detail of the grandMA3 range is extraordinary and focused on delivering the best possible user experience, now and into the future.;The Ayrton brand was born in 2001 out of a passionate collaboration between professionals in lighting, technology and industrial design. Based near Paris, France, Ayrton has specialized in developing intelligent LED lighting solutions for the entertainment and the architecture industries.Ayrton’s R&D department boasts some of the finest experts in the fields of mechanical, electronic and software engineering, who translate new technology and avant-guard development concepts into unique and original products. From the moment of launch, Ayrton solutions almost instantly become the choice of lighting designers in television production, theatre and high-profile events.;",4K / UHD / HDR;Cable /  Connector;Lighting and Grip;Motion Capture / Virtual Production;Video / TV Display / Multi Viewers;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190301115502811.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190305141237081.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,SINGAPORE,6G5-01,,"Total Solution is a leading distributor of Premium Professional Lighting, Rigging and Special Effect products in Asia. It is also a leading supplier of Premium Professional Visual products for major events and exhibitions.Driven by a team of passionate individuals, Total Solution works with a Personal Touch. In addition to the premium products it carries, it also pride itself in providing the best before and after sales customer service in the industry.",TOTAL SOLUTION MARKETING PTE LTD,,,,grandMA3;Ayrton - Creative LED Lighting Fixture;,BCA;,,,2019CTA
2019CTA-000901,,,,,,,;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,CHINA,4L3-01,,,"Beijing BBEF Science&Technology Co.,Ltd",,,,,BCA;,,,2019CTA
2019CTA-001196,Encoder / Decoder;Microwave / RF Accessories;,,,,"CogentLink-UHD is a portable microwave link solution utilising the very latest technologies such as H.265 video encoding and DVB-T2 modulation, to allow either 1x UHD video signal OR 4x HD video signals to be transmitted in a traditional 'split box' / '2 box' portable microwave configuration.  Available also in a H.264 HD format, the CogentLink family is rapidly becoming the broadcaster's portable 'split box' microwave link solution of choice.;The Cogent HDE-650 and HDD–400 family of H.264 encoders and decoders use the latest ‘SRT’ technology to provide superior performance over public IP networks.  Indeed, Cogent is extremely proud to be part of the SRT alliance.

The HDE/HDD family all utilise ‘blue chip’ NEL/NTT H.264 encoder and decoder ASIC technology for superior video performance, even at low bit rates. Solutions are available with a choice of chrome formats and system latencies - please contact us for further information.;",Sportscasting;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190610231631709.JPG;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/2019061023221585.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,UK,6J2-04,,"Cogent Technologies is a UK company that focuses on the provision of ‘trusted communications solutions’. We are delighted to be exhibiting a range of Cogent broadcast products at Broadcast Asia 2019, focusing on microwave, cellular and IP technologies.  Should you have a project that potentially requires a radio camera system, a portable or fixed point-to-point microwave link, or a 'bonded cellular' connection, then please come and meet us.",Cogent Tech Limited,,,,CogentLink-UHD;SRT encoder and decoder;,;,,,2019CTA
2019CTA-000768,"4K / UHD / HDR;Antennas, Transmitters and Towers;",,,,"-Extraordinary power headroom for high reliability
-Best-in-class ProTelevision modulator
-Wideband Doherty Amplifier for maximum efficiency
-High MTBF DC fans and front panel replaceable power supplies reduce cost of ownership.
-Fast VSWR shutdown makes the JM transmitter unconditionally safe at any phase angle and power level
-Superior MER performance (35dB) improves reception
-High performance Digital Linear & Nonlinear Auto-correction
-Complete SFN packages and support available
-Seamless input source changeover (2 ASI & 2 TSoIP)
-ATSC 1.0, ATSC 3.0, DVB-T2, ISDB-T, DMB are selectable with appropriate
software license
-LDM capable
-User-friendly Web GUI control
-Custom systems configurations available
-Cool and quiet operation;-Extraordinary power headroom for high reliability
-Best-in-class ProTelevision modulator
-Wideband Doherty Amplifier for maximum efficiency
-High MTBF DC fans and front panel replaceable power supplies reduce cost of ownership.
-Fast VSWR shutdown makes the JM transmitter unconditionally safe at any phase angle and power level
-Superior MER performance (35dB) improves reception
-High performance Digital Linear & Nonlinear Auto-correction
-Complete SFN packages and support available
-Seamless input source changeover (2 ASI & 2 TSoIP)
-ATSC 1.0, ATSC 3.0, DVB-T2, ISDB-T, DMB are selectable with appropriate
software license
-LDM capable
-User-friendly Web GUI control
-Custom systems configurations available
-Cool and quiet operation;",4K / UHD / HDR;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190423095549647.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190423100639613.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,KOREA,4M3-01,,"Established in 1995, Jinmyung Communications Co., Ltd. is a manufacturer of equipment for the television and radio broadcasting markets, which includes AM, FM and television transmitters; and antennas. 
Our equipment have been used in the domestic broadcast markets with such clients as KBS, MBC, SBS, TBN, FEBC and many others.
For a first manufacturer of Korean broadcasting equipment, we are currently producing equipment for the worldwide broadcasting market.",JM Broadcast,,DAB / DAB  / DMB;,,HD/UHD(4K) TV Transmitter - SKY6000L;HD/UHD(4K) TV Transmitter - SKY600;,BCA;,,,2019CTA
2019CTA-000797,Cloud Broadcasting / OTT;HbbTV / IPTV / IP Video / Broadband Video;,,,,"DVBVISION offer high quality OTT/IPTV solution for operators, supports 500 more live and VOD channels through different network liking internet, OLT, LAN. We give customer at very good investment cost but very high level OTT and IPTV solution, to make all operators can add this servers in their location.;DVBVISION  supply hotels very good Smart IPTV solution, supports LIVE and VOD, Hotel info, Hotel service ect.  Our hotel IPTV solution is at very good cost, only 30% to 60% compared other Hotel IPTV,  but our quality is really good  and make the hotel at high level and star.  So our hotel solution is the best choice for all local distributers, we look for more customers to cooperate and work on smart world.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190410190914213.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190410191612994.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,CHINA,6K3-06,,"DVBVISION Technologies is a professtional manufacturer of IPTV OTT and DTV products  in China,  we provides customers with IPTV OTT, Smart Hotel IPTV,  DVB-C/T2 solution. DVBVISION make cost-effective and high quality products to operators and distributors all over the world.",DVBVISION TECHNOLOGIES LTD,,,,IPTV OTT System;Smart Hotel IPTV;,BCA;,,,2019CTA
2019CTA-000772,4K / UHD / HDR;,Integration;,,Newsroom Automation / TV Automation Systems;Systems Integration - Management & Systems;,"CFOS 7  provides solutions to transform an ENG camera system to EFP camera system via SMPTE hybrid fiber optical cable. CFOS 7  transmits all signals of HD-SDI video, remote control data, tally and analog audio for intercom over a hybrid fiber optical cable. It also enables the camera system to transmit signals a longer distance than a conventional copper line.;MFOS is designed to send and receive individual signals over a single fiber link. Each module has different functions: video, data, audio, and Ethernet. By using MFOS, it expands the capability of the system to meet user needs. The module can also be stand-alone or 19” rack-mount type, which can accommodate all four modules.;",4K / UHD / HDR;News / Weather / Traffic Services;Sportscasting;Live Production;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190401142419129.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190401122608349.jpg;,,,,,,Delivery;,,0a1250d6-323b-e911-95db-d89d671c94cf,KOREA,4M3-04,,"HD&P was found in 1999 and has developed its technology in the fiber optic field. We provide solutions to convert analog and/or digital signals to optical signals, which can transmit video, audio and data signals over 20km via a single fiber. As HD&P designs and develops all products on its own factory, all products are customized to meet each user needs. With the competitive price and qualified product, users can broaden and improve the system.","HD&P, Inc.",,Intercom / Talkback;System Integration – Professional Audio / Radio;,,Camera Fiber Optic System 7 (CFOS 7 );Matrix Fiber Optic System(MFOS);,BCA;,,Monitors / Video Display;,2019CTA
2019CTA-000313,,,,,Bridge Image offers the USED cine lens (both prime and zoom) in good condition and reasonable price to support your business continuously growing and make it worth of investment.;,Cameras / Lenses / Tripods / Crane;Lighting and Grip;,https://oemfile.ubmasia.com/FileUpload/2019CTA_14453/20190128145933247.jpg;,,,,,,,,0a1250d6-323b-e911-95db-d89d671c94cf,CHINA,4K4-03,,"Bridge Image offers leading cinematic and broadcasting equipment in China and SEA like ARRI, SmallHD, Oconnor, Panther, Tiffen, Schneider Optics etc. Bridge Image also offers good quality used cine lens & camera with reasonable price to satisfy all the demands.","BEIJING BRIDGE IMAGE TRADING CO., LTD",,,,Cine Lens (USED);,BCA;,,Monitors / Video Display;,2019CTA
